"RecordNumber","Author","Coding","Theory","Year"
5610,"Brutting, J., Bergmann, M., Garzarolli, M., Rauschenberg, R., Weber, C., Berking, C., Tilgen, W., Schadendorf, D. and Meier, F.","Info/Info Needs","NA",2019
5610,"Brutting, J., Bergmann, M., Garzarolli, M., Rauschenberg, R., Weber, C., Berking, C., Tilgen, W., Schadendorf, D. and Meier, F.","Info/Beliefs","NA",2019
5632,"Kose, T. and Oymak, C.","S/Gender","NA",2019
5632,"Kose, T. and Oymak, C.","S/Age","NA",2019
5632,"Kose, T. and Oymak, C.","S/Education","NA",2019
5632,"Kose, T. and Oymak, C.","S/Employment","NA",2019
5632,"Kose, T. and Oymak, C.","Internet/Experience","NA",2019
5632,"Kose, T. and Oymak, C.","S/Financial-Income","NA",2019
5637,"Yamashita, T., Bardo, A. R., Cummins, P. A., Millar, R. J., Sahoo, S. and Liu, D.","S/Education","behavioral model for vulnerable populations; health literacy casual model",2019
5637,"Yamashita, T., Bardo, A. R., Cummins, P. A., Millar, R. J., Sahoo, S. and Liu, D.","Health Status","behavioral model for vulnerable populations; health literacy casual model",2019
5640,"Wheldon, C. W., Hoffman, L., Keely O’Brien, E., Delahanty, J., Zhao, X., Kaufman, A. R. and Moser, R. P.","S/Sexual Orientation","Risk Information Seeking and Processing (RISP) model",2019
5640,"Wheldon, C. W., Hoffman, L., Keely O’Brien, E., Delahanty, J., Zhao, X., Kaufman, A. R. and Moser, R. P.","Non-healthcare/Attitude/Trust","Risk Information Seeking and Processing (RISP) model",2019
5641,"Wong, D. K. K. and Cheung, M. K.","Health Cond","NA",2019
5641,"Wong, D. K. K. and Cheung, M. K.","Health Status","NA",2019
5641,"Wong, D. K. K. and Cheung, M. K.","Internet/Experience","NA",2019
5641,"Wong, D. K. K. and Cheung, M. K.","S/Health/Health Literacy","NA",2019
5642,"Strekalova, Y. A.","Info/Beliefs/Salience","Comprehensive Model of Information Seeking (CMIS)",2019
5642,"Strekalova, Y. A.","Healthcare/Experience","Comprehensive Model of Information Seeking (CMIS)",2019
5642,"Strekalova, Y. A.","Info/Health/Info Seeking/Beliefs","Comprehensive Model of Information Seeking (CMIS)",2019
5642,"Strekalova, Y. A.","Internet/Experience","Comprehensive Model of Information Seeking (CMIS)",2019
5642,"Strekalova, Y. A.","S/Financial-Income","Comprehensive Model of Information Seeking (CMIS)",2019
5645,"Shi, W.","S/Gender","Risk Information Seeking and Processing (RISP)",2019
5645,"Shi, W.","Affect","Risk Information Seeking and Processing (RISP)",2019
5645,"Shi, W.","Attitude/Concern","Risk Information Seeking and Processing (RISP)",2019
5664,"Crouch, E. and Gordon, N. P.","S/Age","NA",2019
5664,"Crouch, E. and Gordon, N. P.","Internet/Experience","NA",2019
5664,"Crouch, E. and Gordon, N. P.","Internet/Access","NA",2019
5678,"Kriss, J. L., Albert, A. P., Carter, V. M., Jiles, A. J., Liang, J. L., Mullen, J., Rodriguez, L., Howards, P. P., Orenstein, W. A., Omer, S. B. and Fisher, A.","S/Race or Ethnicity","NA",2019
5687,"Shen, H., Xu, J. and Wang, Y.","Internal locus of control","Situational Theory of Problem Solving (STOPS)",2019
5687,"Shen, H., Xu, J. and Wang, Y.","Health Cond/Beliefs","Situational Theory of Problem Solving (STOPS)",2019
5687,"Shen, H., Xu, J. and Wang, Y.","Internet/Attitude/Trust","Situational Theory of Problem Solving (STOPS)",2019
5708,"Bernadas, J. M. A. C. and Jiang, L. C.","Internet/Attitude/Trust","Comprehensive Model of Information Seeking (CMIS)",2019
5708,"Bernadas, J. M. A. C. and Jiang, L. C.","Internet/Access","Comprehensive Model of Information Seeking (CMIS)",2019
5708,"Bernadas, J. M. A. C. and Jiang, L. C.","S/Age","Comprehensive Model of Information Seeking (CMIS)",2019
5708,"Bernadas, J. M. A. C. and Jiang, L. C.","Health/Beliefs","Comprehensive Model of Information Seeking (CMIS)",2019
5713,"Zhang, Y., Wen, N. and Chao, N.","Source/Beliefs","Health Belief Model (HBM); Theory of Planned Behavior (TPB); Social Cognitive Theory; Technology Acceptance Model (TAM); Theory of Reasoned Action (TRA)",2019
5739,"Lee, S. T. and Lin, J.","Internal locus of control","Self Determination Theory (SDT)",2019
5739,"Lee, S. T. and Lin, J.","S/Society/Engagement","Self Determination Theory (SDT)",2019
5741,"Zhang, L., Jung, E. H. and Chen, Z.","Health/Beliefs","Health Belief Model (HBM);",2019
5741,"Zhang, L., Jung, E. H. and Chen, Z.","Info/Beliefs","Health Belief Model (HBM);",2019
5742,"Dahl, A. J., Milne, G. R. and Peltier, J. W.","Healthcare/Engagement","shared decision-making (SDM); service-dominant logic (SDL);",2019
5742,"Dahl, A. J., Milne, G. R. and Peltier, J. W.","Internal locus of control","shared decision-making (SDM); service-dominant logic (SDL);",2019
5744,"Jiang, S. and Liu, P. L.","S/Age","NA",2019
5744,"Jiang, S. and Liu, P. L.","S/Education","NA",2019
5744,"Jiang, S. and Liu, P. L.","S/Race or Ethnicity","NA",2019
5744,"Jiang, S. and Liu, P. L.","Healthcare/Attitude/Trust","NA",2019
5744,"Jiang, S. and Liu, P. L.","Internet/Access","NA",2019
5744,"Jiang, S. and Liu, P. L.","Internet/Experience","NA",2019
5744,"Jiang, S. and Liu, P. L.","S/Financial-Income","NA",2019
5745,"Bangerter, L. R., Griffin, J., Harden, K. and Rutten, L. J.","S/Financial-Health Insurance","NA",2019
5745,"Bangerter, L. R., Griffin, J., Harden, K. and Rutten, L. J.","S/Race or Ethnicity","NA",2019
5745,"Bangerter, L. R., Griffin, J., Harden, K. and Rutten, L. J.","S/Education","NA",2019
5745,"Bangerter, L. R., Griffin, J., Harden, K. and Rutten, L. J.","Healthcare/Familiarity","NA",2019
5745,"Bangerter, L. R., Griffin, J., Harden, K. and Rutten, L. J.","S/Financial-Income","NA",2019
5748,"Ahn, J. and Kahlor, L. A.","Society/Subjective Norms","The Theory of Planned Behavior (TPB);",2020
5748,"Ahn, J. and Kahlor, L. A.","Info/Info Needs","The Theory of Planned Behavior (TPB);",2020
5761,"Mohamad Shakir, S. M., Wong, L. P., Abdullah, K. L. and Adam, P.","S/Age","Theory of Planned Behaviour (TPB); Technology Acceptance Model (TAM); Uses and Gratifications Theory (UGT); Health Belief Model (HBM);Information-Seeking Models;",2019
5761,"Mohamad Shakir, S. M., Wong, L. P., Abdullah, K. L. and Adam, P.","Healthcare/Experience","Theory of Planned Behaviour (TPB); Technology Acceptance Model (TAM); Uses and Gratifications Theory (UGT); Health Belief Model (HBM);Information-Seeking Models;",2019
5761,"Mohamad Shakir, S. M., Wong, L. P., Abdullah, K. L. and Adam, P.","S/Household","Theory of Planned Behaviour (TPB); Technology Acceptance Model (TAM); Uses and Gratifications Theory (UGT); Health Belief Model (HBM);Information-Seeking Models;",2019
5761,"Mohamad Shakir, S. M., Wong, L. P., Abdullah, K. L. and Adam, P.","S/Sexual Orientation","Theory of Planned Behaviour (TPB); Technology Acceptance Model (TAM); Uses and Gratifications Theory (UGT); Health Belief Model (HBM);Information-Seeking Models;",2019
5761,"Mohamad Shakir, S. M., Wong, L. P., Abdullah, K. L. and Adam, P.","Health Cond","Theory of Planned Behaviour (TPB); Technology Acceptance Model (TAM); Uses and Gratifications Theory (UGT); Health Belief Model (HBM);Information-Seeking Models;",2019
5761,"Mohamad Shakir, S. M., Wong, L. P., Abdullah, K. L. and Adam, P.","Health Cond/Knowledge","Theory of Planned Behaviour (TPB); Technology Acceptance Model (TAM); Uses and Gratifications Theory (UGT); Health Belief Model (HBM);Information-Seeking Models;",2019
5761,"Mohamad Shakir, S. M., Wong, L. P., Abdullah, K. L. and Adam, P.","Internet/Attitude/Trust","Theory of Planned Behaviour (TPB); Technology Acceptance Model (TAM); Uses and Gratifications Theory (UGT); Health Belief Model (HBM);Information-Seeking Models;",2019
5761,"Mohamad Shakir, S. M., Wong, L. P., Abdullah, K. L. and Adam, P.","Behav/Intention","Theory of Planned Behaviour (TPB); Technology Acceptance Model (TAM); Uses and Gratifications Theory (UGT); Health Belief Model (HBM);Information-Seeking Models;",2019
5769,"Swoboda, C. M., Walker, D. M. and Huerta, T.","Internet/Type","NA",2019
5769,"Swoboda, C. M., Walker, D. M. and Huerta, T.","Healthcare/Type","NA",2019
5769,"Swoboda, C. M., Walker, D. M. and Huerta, T.","Non-healthcare/Type","NA",2019
5775,"Chasiotis, A., Wedderhoff, O., Rosman, T. and Mayer, A. K.","Self-Efficacy","NA",2019
5775,"Chasiotis, A., Wedderhoff, O., Rosman, T. and Mayer, A. K.","Attitude","NA",2019
5782,"Kanter, E., Bevan, J. L. and Dorros, S. M.","Self-Efficacy","Theory of Motivated Information Management (TMIM)",2019
5782,"Kanter, E., Bevan, J. L. and Dorros, S. M.","Internet/Attitude/Trust","Theory of Motivated Information Management (TMIM)",2019
5782,"Kanter, E., Bevan, J. L. and Dorros, S. M.","Health Cond/Side Effects","Theory of Motivated Information Management (TMIM)",2019
5782,"Kanter, E., Bevan, J. L. and Dorros, S. M.","Environ/Network/Internet","Theory of Motivated Information Management (TMIM)",2019
5783,"Shi, W., Nagler, R. H., Fowler, E. F. and Gollust, S. E.","Health Cond/Knowledge","NA",2019
5783,"Shi, W., Nagler, R. H., Fowler, E. F. and Gollust, S. E.","Health Cond/Beliefs","NA",2019
5881,"Waring, M. E., McManus, D. D., Amante, D. J., Darling, C. E. and Kiefe, C. I.","S/Education","Patient Activation Measure (PAM)",2018
5881,"Waring, M. E., McManus, D. D., Amante, D. J., Darling, C. E. and Kiefe, C. I.","Health Cond/Treatment","Patient Activation Measure (PAM)",2018
5881,"Waring, M. E., McManus, D. D., Amante, D. J., Darling, C. E. and Kiefe, C. I.","Health Cond","Patient Activation Measure (PAM)",2018
5881,"Waring, M. E., McManus, D. D., Amante, D. J., Darling, C. E. and Kiefe, C. I.","Environ/Network","Patient Activation Measure (PAM)",2018
5883,"Tsuchiya, M., Masujima, M., Mori, M., Takahashi, M., Kato, T., Ikeda, S. I., Shimizu, C., Kinoshita, T., Shiino, S. and Suzuki, M.","Healthcare/Type","NA",2018
5883,"Tsuchiya, M., Masujima, M., Mori, M., Takahashi, M., Kato, T., Ikeda, S. I., Shimizu, C., Kinoshita, T., Shiino, S. and Suzuki, M.","Environ/Network","NA",2018
5920,"Emanuel, A. S., Godinho, C. A., Steinman, C. and Updegraff, J. A.","S/Education","NA",2018
5920,"Emanuel, A. S., Godinho, C. A., Steinman, C. and Updegraff, J. A.","Behav/Experience","NA",2018
5931,"Anderson, A.","S/Education","NA",2018
5961,"Brütting, J., Bergmann, M., Garzarolli, M., Rauschenberg, R., Weber, C., Berking, C., Tilgen, W., Schadendorf, D., Meier, F. and group, Nvkh supporting","S/Age","NA",2018
5961,"Brütting, J., Bergmann, M., Garzarolli, M., Rauschenberg, R., Weber, C., Berking, C., Tilgen, W., Schadendorf, D., Meier, F. and group, Nvkh supporting","S/Education","NA",2018
5961,"Brütting, J., Bergmann, M., Garzarolli, M., Rauschenberg, R., Weber, C., Berking, C., Tilgen, W., Schadendorf, D., Meier, F. and group, Nvkh supporting","Info/Info Needs","NA",2018
5961,"Brütting, J., Bergmann, M., Garzarolli, M., Rauschenberg, R., Weber, C., Berking, C., Tilgen, W., Schadendorf, D., Meier, F. and group, Nvkh supporting","Health Status","NA",2018
5982,"Swoboda, C. M., Van Hulle, J. M., McAlearney, A. S. and Huerta, T. R.","S/Financial-Health Insurance","NA",2018
5982,"Swoboda, C. M., Van Hulle, J. M., McAlearney, A. S. and Huerta, T. R.","S/Age","NA",2018
5982,"Swoboda, C. M., Van Hulle, J. M., McAlearney, A. S. and Huerta, T. R.","Health Cond","NA",2018
5982,"Swoboda, C. M., Van Hulle, J. M., McAlearney, A. S. and Huerta, T. R.","Health Status","NA",2018
5982,"Swoboda, C. M., Van Hulle, J. M., McAlearney, A. S. and Huerta, T. R.","S/Race or Ethnicity","NA",2018
5982,"Swoboda, C. M., Van Hulle, J. M., McAlearney, A. S. and Huerta, T. R.","S/Education","NA",2018
5982,"Swoboda, C. M., Van Hulle, J. M., McAlearney, A. S. and Huerta, T. R.","S/Financial-Income","NA",2018
5982,"Swoboda, C. M., Van Hulle, J. M., McAlearney, A. S. and Huerta, T. R.","S/Other","NA",2018
5982,"Swoboda, C. M., Van Hulle, J. M., McAlearney, A. S. and Huerta, T. R.","Internet/Access","NA",2018
5984,"Galeshi, R., Sharman, J. and Cai, J.","S/Gender","NA",2018
5984,"Galeshi, R., Sharman, J. and Cai, J.","S/Race or Ethnicity","NA",2018
5984,"Galeshi, R., Sharman, J. and Cai, J.","S/Education","NA",2018
5998,"Hämeen-Anttila, K., Pietilä, K., Pylkkänen, L. and Pohjanoksa-Mäntylä, M.","S/Gender","NA",2018
5998,"Hämeen-Anttila, K., Pietilä, K., Pylkkänen, L. and Pohjanoksa-Mäntylä, M.","S/Age","NA",2018
5998,"Hämeen-Anttila, K., Pietilä, K., Pylkkänen, L. and Pohjanoksa-Mäntylä, M.","S/Location","NA",2018
5998,"Hämeen-Anttila, K., Pietilä, K., Pylkkänen, L. and Pohjanoksa-Mäntylä, M.","S/Education","NA",2018
5998,"Hämeen-Anttila, K., Pietilä, K., Pylkkänen, L. and Pohjanoksa-Mäntylä, M.","Internet/Experience","NA",2018
5998,"Hämeen-Anttila, K., Pietilä, K., Pylkkänen, L. and Pohjanoksa-Mäntylä, M.","Health Cond","NA",2018
5998,"Hämeen-Anttila, K., Pietilä, K., Pylkkänen, L. and Pohjanoksa-Mäntylä, M.","Health Cond/Treatment","NA",2018
6004,"Cherrez Ojeda, I., Calderon, J. C., Jove, O. L., Guerreros, A., Plaza, K. J., Cano, J. A., Vanegas, E., Felix, M., Mata, V., Calero, E., Cherrez, A. and Simancas-Racines, D.","S/Age","NA",2018
6004,"Cherrez Ojeda, I., Calderon, J. C., Jove, O. L., Guerreros, A., Plaza, K. J., Cano, J. A., Vanegas, E., Felix, M., Mata, V., Calero, E., Cherrez, A. and Simancas-Racines, D.","Internet/Experience","NA",2018
6004,"Cherrez Ojeda, I., Calderon, J. C., Jove, O. L., Guerreros, A., Plaza, K. J., Cano, J. A., Vanegas, E., Felix, M., Mata, V., Calero, E., Cherrez, A. and Simancas-Racines, D.","Non-healthcare/Type","NA",2018
6016,"Niu, Z. and Willoughby, J. F.","S/Education","Theory of Planned Behaviour (TPB); Planned Risk Information Seeking Model (PRISM); Behavioral Prediction Theories (Integrated Model)",2018
6016,"Niu, Z. and Willoughby, J. F.","Attitude","Theory of Planned Behaviour (TPB); Planned Risk Information Seeking Model (PRISM); Behavioral Prediction Theories (Integrated Model)",2018
6016,"Niu, Z. and Willoughby, J. F.","Society/Subjective Norms","Theory of Planned Behaviour (TPB); Planned Risk Information Seeking Model (PRISM); Behavioral Prediction Theories (Integrated Model)",2018
6016,"Niu, Z. and Willoughby, J. F.","Internet/Experience","Theory of Planned Behaviour (TPB); Planned Risk Information Seeking Model (PRISM); Behavioral Prediction Theories (Integrated Model)",2018
6016,"Niu, Z. and Willoughby, J. F.","S/Race or Ethnicity","Theory of Planned Behaviour (TPB); Planned Risk Information Seeking Model (PRISM); Behavioral Prediction Theories (Integrated Model)",2018
6032,"Wu, T., Deng, Z., Zhang, D., Buchanan, P. R., Zha, D. and Wang, R.","Healthcare/Experience","Expectation Confirmation Theory; Professional-Client Interaction Theory,",2018
6032,"Wu, T., Deng, Z., Zhang, D., Buchanan, P. R., Zha, D. and Wang, R.","Healthcare/Beliefs","Expectation Confirmation Theory; Professional-Client Interaction Theory,",2018
6032,"Wu, T., Deng, Z., Zhang, D., Buchanan, P. R., Zha, D. and Wang, R.","Healthcare/Attitude/Trust","Expectation Confirmation Theory; Professional-Client Interaction Theory,",2018
6032,"Wu, T., Deng, Z., Zhang, D., Buchanan, P. R., Zha, D. and Wang, R.","S/Age","Expectation Confirmation Theory; Professional-Client Interaction Theory,",2018
6040,"Chalil Madathil, K. and Greenstein, J. S.","S/Gender","NA",2018
6040,"Chalil Madathil, K. and Greenstein, J. S.","S/Age","NA",2018
6040,"Chalil Madathil, K. and Greenstein, J. S.","S/Education","NA",2018
6040,"Chalil Madathil, K. and Greenstein, J. S.","Health Status","NA",2018
6040,"Chalil Madathil, K. and Greenstein, J. S.","Internet/Experience","NA",2018
6061,"Gagné, T., Ghenadenik, A. E., Abel, T. and Frohlich, K. L.","Environ/Network","NA",2018
6061,"Gagné, T., Ghenadenik, A. E., Abel, T. and Frohlich, K. L.","S/Education","NA",2018
6061,"Gagné, T., Ghenadenik, A. E., Abel, T. and Frohlich, K. L.","S/Financial-Income","NA",2018
6099,"Boakye, E. A., Mohammed, K. A., Geneus, C. J., Tobo, B. B., Wirth, L. S., Yang, L. and Osazuwa-Peters, N.","S/Age","NA",2018
6099,"Boakye, E. A., Mohammed, K. A., Geneus, C. J., Tobo, B. B., Wirth, L. S., Yang, L. and Osazuwa-Peters, N.","S/Gender","NA",2018
6099,"Boakye, E. A., Mohammed, K. A., Geneus, C. J., Tobo, B. B., Wirth, L. S., Yang, L. and Osazuwa-Peters, N.","S/Race or Ethnicity","NA",2018
6099,"Boakye, E. A., Mohammed, K. A., Geneus, C. J., Tobo, B. B., Wirth, L. S., Yang, L. and Osazuwa-Peters, N.","S/Household","NA",2018
6099,"Boakye, E. A., Mohammed, K. A., Geneus, C. J., Tobo, B. B., Wirth, L. S., Yang, L. and Osazuwa-Peters, N.","S/Education","NA",2018
6099,"Boakye, E. A., Mohammed, K. A., Geneus, C. J., Tobo, B. B., Wirth, L. S., Yang, L. and Osazuwa-Peters, N.","S/Financial-Income","NA",2018
6099,"Boakye, E. A., Mohammed, K. A., Geneus, C. J., Tobo, B. B., Wirth, L. S., Yang, L. and Osazuwa-Peters, N.","Healthcare/Familiarity","NA",2018
6099,"Boakye, E. A., Mohammed, K. A., Geneus, C. J., Tobo, B. B., Wirth, L. S., Yang, L. and Osazuwa-Peters, N.","Health Status","NA",2018
6099,"Boakye, E. A., Mohammed, K. A., Geneus, C. J., Tobo, B. B., Wirth, L. S., Yang, L. and Osazuwa-Peters, N.","Health Behav","NA",2018
6102,"Claridy, M. D., Hudson, M. M., Caplan, L., Mitby, P. A., Leisenring, W., Smith, S. A., Robison, L. L. and Mertens, A. C.","S/Age","NA",2018
6102,"Claridy, M. D., Hudson, M. M., Caplan, L., Mitby, P. A., Leisenring, W., Smith, S. A., Robison, L. L. and Mertens, A. C.","S/Gender","NA",2018
6102,"Claridy, M. D., Hudson, M. M., Caplan, L., Mitby, P. A., Leisenring, W., Smith, S. A., Robison, L. L. and Mertens, A. C.","S/Education","NA",2018
6102,"Claridy, M. D., Hudson, M. M., Caplan, L., Mitby, P. A., Leisenring, W., Smith, S. A., Robison, L. L. and Mertens, A. C.","Health Status","NA",2018
6102,"Claridy, M. D., Hudson, M. M., Caplan, L., Mitby, P. A., Leisenring, W., Smith, S. A., Robison, L. L. and Mertens, A. C.","S/Employment","NA",2018
6138,"Miller, K. A., Ramirez, C. N., Wojcik, K. Y., Ritt-Olson, A., Baezconde-Garbanati, L., Thomas, S. M., Freyer, D. R., Hamilton, A. S. and Milam, J. E.","S/Financial-Health Insurance","NA",2018
6138,"Miller, K. A., Ramirez, C. N., Wojcik, K. Y., Ritt-Olson, A., Baezconde-Garbanati, L., Thomas, S. M., Freyer, D. R., Hamilton, A. S. and Milam, J. E.","Healthcare/Familiarity","NA",2018
6138,"Miller, K. A., Ramirez, C. N., Wojcik, K. Y., Ritt-Olson, A., Baezconde-Garbanati, L., Thomas, S. M., Freyer, D. R., Hamilton, A. S. and Milam, J. E.","Healthcare/Experience","NA",2018
6138,"Miller, K. A., Ramirez, C. N., Wojcik, K. Y., Ritt-Olson, A., Baezconde-Garbanati, L., Thomas, S. M., Freyer, D. R., Hamilton, A. S. and Milam, J. E.","Health Cond/Experience","NA",2018
6138,"Miller, K. A., Ramirez, C. N., Wojcik, K. Y., Ritt-Olson, A., Baezconde-Garbanati, L., Thomas, S. M., Freyer, D. R., Hamilton, A. S. and Milam, J. E.","S/Age","NA",2018
6138,"Miller, K. A., Ramirez, C. N., Wojcik, K. Y., Ritt-Olson, A., Baezconde-Garbanati, L., Thomas, S. M., Freyer, D. R., Hamilton, A. S. and Milam, J. E.","S/Gender","NA",2018
6143,"Nguyen, M. X., Krishnan, A., Le, G. M., Nguyen, Q. T., Bhadra, N. M., Nguyen, S. M., Miller, W. C. and Go, V. F.","S/Employment","NA",2018
